!  
! R    D    M    P
100
8.175230379436503 6.127913836597627e-06 0.028506919694234526 -0.01874498724784609
8.659643233600656 5.205373917267537e-06 0.030941550167500623 -0.01854139876165998
9.172759353897797 4.89581587139846e-06 0.03352810236217298 -0.018333394620212724
9.716279515771065 4.255461003883475e-06 0.03630682646859379 -0.018120347965494357
10.292005271944282 3.928824234957685e-06 0.039265504072975556 -0.017902953444832143
10.90184492385128 3.4072870447297837e-06 0.04241181490864971 -0.017680870413959972
11.547819846894583 3.145233401126669e-06 0.04575779386731865 -0.017454814820583146
12.232071190499322 2.6712803994879718e-06 0.04927937594664277 -0.017224423162061943
12.9568669751702 2.3484612750281108e-06 0.05289503195510699 -0.016990737100756177
13.724609610075621 2.13918046373711e-06 0.056740655034388625 -0.016754160602853098
14.537843856076625 2.0064144852179e-06 0.06096637832881705 -0.016514503685961007
15.399265260594923 1.7283933413518701e-06 0.06547994640862567 -0.016271084097439038
16.31172909227839 1.4892573641220344e-06 0.07010156026193194 -0.01602468670804802
17.27825980507864 1.3940633718155336e-06 0.07503536985607856 -0.015776029379905514
18.30206106311057 1.2365472897616576e-06 0.0803769946802195 -0.015524431582890234
19.38652635952208 1.1080571316971668e-06 0.08603695720806877 -0.015270137995838304
20.535250264571463 9.206209873512763e-07 0.0918447939416749 -0.015013208374208959
21.752040340195236 8.579040491774747e-07 0.09791625429319316 -0.014754933002783516
23.040929760558463 7.583971971462633e-07 0.10446407610512187 -0.014494670705633756
24.40619068041982 6.381117171161927e-07 0.11117839720612721 -0.014232666121266191
25.85234839562192 5.758753075123482e-07 0.1181293862332982 -0.013969928582743794
27.38419634264362 5.110009411702152e-07 0.12552206181137476 -0.01370630540812275
29.006811986931552 4.557454001034136e-07 0.13333829568919922 -0.013441914405595789
30.725573652674477 3.917816530879964e-07 0.14147370600583248 -0.01317678778468908
32.546178349804606 3.425175715650792e-07 0.14985496226799908 -0.012911517172912697
34.47466065731495 3.1265830831796256e-07 0.15875379392294542 -0.01264639617192974
36.51741272548378 2.8084740453138256e-07 0.16833012263874664 -0.012381060848018778
38.68120546330524 2.4878364648618783e-07 0.17848263820061527 -0.012115404928746557
40.973210981354164 2.199486375957209e-07 0.18916090093969173 -0.011849538540850059
43.40102636447441 1.9513745663066915e-07 0.20040067575034012 -0.011583594446820606
45.97269885308724 1.756337779448015e-07 0.21233794819999754 -0.011317645019127277
48.69675251658632 1.585772002050775e-07 0.2251276096683313 -0.011051543603797068
51.5822165072306 1.417383182510595e-07 0.2387825554717458 -0.010785102511022382
54.63865498818544 1.2706913553073152e-07 0.2533100618234602 -0.010518296979421336
57.8761988349121 1.1257363204106178e-07 0.2686974833273942 -0.010251057379776933
61.305579214982096 1.0103252429756084e-07 0.2850045969389182 -0.009983499787873579
64.93816315762115 9.044377593532748e-08 0.30237646514323685 -0.009715535296976779
68.7859912308808 7.843750831805741e-08 0.32057000511195677 -0.00944711864058192
72.86181745132279 6.924290405822096e-08 0.33948821362839376 -0.009178690926529816
77.17915155850129 5.962988381302035e-08 0.35909512270869315 -0.008910395623495954
81.75230379436503 5.249497155585358e-08 0.37938243822036993 -0.00864272765960534
86.59643233600654 4.544501931665345e-08 0.4004334727078059 -0.008375827888404033
91.727593538978 3.951419768291295e-08 0.4221394032795766 -0.008110060536164986
97.16279515771066 3.431781846322457e-08 0.44455747545626534 -0.007845699073105346
102.9200527194429 2.9415097759127967e-08 0.4675482280610266 -0.00758300857136117
109.01844923851282 2.524075521399741e-08 0.4909818756548335 -0.007322397627358752
115.47819846894585 2.183909798524464e-08 0.5149780328793113 -0.0070642193076567465
122.32071190499316 1.865839105406955e-08 0.5395012242448469 -0.006808692118351084
129.56866975170206 1.584260959236013e-08 0.5643270367150043 -0.006556155856805088
137.2460961007563 1.3743761209496977e-08 0.5896451433479106 -0.006306977937059135
145.37843856076626 1.1808350675526655e-08 0.6156255446264273 -0.006061257234353361
153.99265260594922 9.997415281675207e-09 0.6419650215121707 -0.005819177538060402
163.11729092278384 8.340618919169116e-09 0.6682801435476792 -0.005581040948283132
172.78259805078648 7.139462778633783e-09 0.694700939632187 -0.005347240484929917
183.0206106311057 6.095198150022897e-09 0.7215452718836961 -0.005117889095802264
193.86526359522082 5.2361721522318995e-09 0.748866475884683 -0.0048931011659444365
205.35250264571465 4.597648250125207e-09 0.7770640944222589 -0.004672919939406885
217.52040340195228 3.9164828391827194e-09 0.8060543814161036 -0.004457205690338471
230.40929760558475 3.4590748638986944e-09 0.8359328323282649 -0.004246055612638187
244.0619068041982 3.0396498658699893e-09 0.8672172533475838 -0.004039282084657855
258.5234839562192 2.6509212552904774e-09 0.8997680253595065 -0.003836744600817973
273.84196342643617 2.229321732249043e-09 0.9329111472727531 -0.003638363604849587
290.06811986931564 1.906994748816876e-09 0.9663135780162587 -0.003444311346717106
307.2557365267449 1.6045361167974193e-09 0.9999999999999999 -0.0032546178349793973
